#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
49000,195.999999999906,-683321.4656896302,128375.02757979732,-554946.4381098329,293.9602257196164,520.3953654581676,1.0033649631677077,785
50000,199.9999999998967,-678755.4656896302,130952.33877449238,-547803.1269151379,299.8618951862213,520.3953654581676,1.0033649631677077,783
51000,203.99999999988736,-676004.9656896302,131127.99703795172,-544876.9686516785,300.2641271759587,520.3953654581676,1.0033649631677077,785
52000,207.99999999987804,-676357.5214251364,131967.97978169908,-544389.5416434372,302.1875660379218,520.3953654581676,1.0033649631677077,731
53000,211.99999999986872,-676900.4496525344,131196.82736726716,-545703.6222852673,300.42173866413816,520.3953654581676,1.0033649631677077,721
54000,215.9999999998594,-677538.7701281286,132368.6158879418,-545170.1542401868,303.10496471306,520.3953654581676,1.0033649631677077,718
55000,219.99999999985008,-677154.6340025044,131627.63116901956,-545527.0028334849,301.40821699400874,520.3953654581676,1.0033649631677077,709
56000,223.99999999984075,-677813.5342291924,133002.91782132233,-544810.6164078701,304.55742429983616,520.3953654581676,1.0033649631677077,706
57000,227.99999999983143,-677483.2980144601,132351.45785099466,-545131.8401634655,303.0656752927656,520.3953654581676,1.0033649631677077,703
58000,231.9999999998221,-677400.4339990453,131991.56957719754,-545408.8644218477,302.24158325404346,520.3953654581676,1.0033649631677077,696
59000,235.9999999998128,-678818.8708013846,131437.16471263656,-547381.7060887481,300.97207638655635,520.3953654581676,1.0033649631677077,693
60000,239.99999999980346,-678401.0157044022,131168.373922118,-547232.6417822842,300.3565843945248,520.3953654581676,1.0033649631677077,686
61000,243.99999999979414,-677662.1555754179,132016.32039845787,-545645.8351769601,302.2982590510548,520.3953654581676,1.0033649631677077,684
62000,247.99999999978482,-676537.7137934943,131721.0605825752,-544816.6532109191,301.6221568233933,520.3953654581676,1.0033649631677077,681
63000,251.9999999997755,-677098.6171725378,132502.18781604257,-544596.4293564953,303.4108250885127,520.3953654581676,1.0033649631677077,675
64000,255.99999999976617,-675705.6190032917,131223.89078699594,-544481.7282162958,300.48370997680075,520.3953654581676,1.0033649631677077,673
65000,259.99999999978525,-678129.8379449681,131275.889718818,-546853.9482261501,300.6027800017407,520.3953654581676,1.0033649631677077,668
66000,263.99999999980434,-677801.4594626809,130973.02681232008,-546828.4326503607,299.90926779742284,520.3953654581676,1.0033649631677077,666
67000,267.99999999982344,-677923.6882155961,131429.60571619257,-546494.0824994035,300.9547673791678,520.3953654581676,1.0033649631677077,664
68000,271.99999999984254,-677330.3606424276,131141.90888884943,-546188.4517535781,300.29598330021565,520.3953654581676,1.0033649631677077,659
69000,275.99999999986164,-678191.4306142488,130699.74248429417,-547491.6881299547,299.2834862551194,520.3953654581676,1.0033649631677077,657
70000,279.99999999988074,-677222.9963547275,131129.2184195792,-546093.7779351483,300.2669239630417,520.3953654581676,1.0033649631677077,653
71000,283.99999999989984,-675740.1442430583,132080.14859804022,-543659.9956450181,302.44441638640444,520.3953654581676,1.0033649631677077,651
72000,287.99999999991894,-678021.5739208283,131973.11453630403,-546048.4593845243,302.19932388250527,520.3953654581676,1.0033649631677077,650
73000,291.99999999993804,-677058.4223160469,131506.6810954456,-545551.7412206014,301.1312588379023,520.3953654581676,1.0033649631677077,645
74000,295.99999999995714,-677053.0278595686,131230.04753437778,-545822.9803251908,300.4978080368689,520.3953654581676,1.0033649631677077,644
75000,299.99999999997624,-678753.2688028864,132359.6114535706,-546393.6573493157,303.08434586210325,520.3953654581676,1.0033649631677077,640
76000,303.99999999999534,-678890.669893716,131796.26248941646,-547094.4074042996,301.79435830156524,520.3953654581676,1.0033649631677077,639
77000,308.00000000001444,-677146.2894151593,132012.06621316093,-545134.2232019983,302.2885175826889,520.3953654581676,1.0033649631677077,638
78000,312.00000000003354,-678079.108058237,130365.01605198148,-547714.0920062555,298.5170111902101,520.3953654581676,1.0033649631677077,634
79000,316.00000000005264,-679093.9345777803,131020.09669652657,-548073.8378812538,300.0170510170006,520.3953654581676,1.0033649631677077,633
80000,320.00000000007174,-678249.2349880626,132063.21973133273,-546186.0152567299,302.4056517327773,520.3953654581676,1.0033649631677077,629
81000,324.00000000009084,-677777.8062946615,131678.01665568122,-546099.7896389803,301.5235924631423,520.3953654581676,1.0033649631677077,628
82000,328.00000000010994,-677518.7174649625,131992.02281185123,-545526.6946531113,302.24262109577654,520.3953654581676,1.0033649631677077,628
83000,332.00000000012903,-677979.7607417931,131215.30650361,-546764.4542381831,300.4640532107665,520.3953654581676,1.0033649631677077,624
84000,336.00000000014813,-678733.9003338986,132015.5590198427,-546718.341314056,302.2965156042662,520.3953654581676,1.0033649631677077,624
85000,340.00000000016723,-678156.645824323,130981.40511955693,-547175.240704766,299.928452907899,520.3953654581676,1.0033649631677077,620
86000,344.00000000018633,-677999.3339649001,131727.82298944786,-546271.5109754523,301.63764175600187,520.3953654581676,1.0033649631677077,620
87000,348.00000000020543,-677466.7385387877,131409.887320822,-546056.8512179657,300.9096151087984,520.3953654581676,1.0033649631677077,619
88000,352.00000000022453,-678172.067310398,132438.26784050436,-545733.7994698936,303.2644575995123,520.3953654581676,1.0033649631677077,616
89000,356.00000000024363,-678228.9672139902,130624.3613267176,-547604.6058872726,299.1108743187174,520.3953654581676,1.0033649631677077,615
90000,360.00000000026273,-678543.1696617049,131144.3607039282,-547398.8089577768,300.3015976017474,520.3953654581676,1.0033649631677077,613
91000,364.00000000028183,-678632.1212526909,131200.5222397258,-547431.5990129651,300.4301993870874,520.3953654581676,1.0033649631677077,612
92000,368.00000000030093,-678632.7891235161,131188.9913202157,-547443.7978033004,300.4037952509726,520.3953654581676,1.0033649631677077,612
93000,372.00000000032003,-677708.1444583777,130251.66473510867,-547456.4797232691,298.25745308672435,520.3953654581676,1.0033649631677077,609
94000,376.0000000003391,-677537.5536836726,131747.80922258546,-545789.744461087,301.6834073360775,520.3953654581676,1.0033649631677077,608
95000,380.0000000003582,-676577.2534933072,131746.57695403777,-544830.6765392694,301.6805856195236,520.3953654581676,1.0033649631677077,606
96000,384.0000000003773,-678806.0500779725,131757.75155793526,-547048.2985200372,301.70617384447644,520.3953654581676,1.0033649631677077,605
97000,388.0000000003964,-677907.0840720474,130417.04975296254,-547490.0343190848,298.6361608314899,520.3953654581676,1.0033649631677077,605
98000,392.0000000004155,-677848.136465833,130652.09333018298,-547196.0431356501,299.1743765913325,520.3953654581676,1.0033649631677077,603
99000,396.0000000004346,-676418.9515324295,132181.28199216077,-544237.6695402688,302.6759972158223,520.3953654581676,1.0033649631677077,602
100000,400.0000000004537,-676794.141634549,131316.71920751082,-545477.4224270382,300.69627361913984,520.3953654581676,1.0033649631677077,600
101000,404.0000000004728,-677197.1856857487,131795.44024636556,-545401.7454393832,301.7924754840314,520.3953654581676,1.0033649631677077,600
102000,408.0000000004919,-677511.7658588788,131371.02197279257,-546140.7438860863,300.82061908913016,520.3953654581676,1.0033649631677077,599
103000,412.000000000511,-678504.189111724,130987.45106700907,-547516.738044715,299.9422972521708,520.3953654581676,1.0033649631677077,597
104000,416.0000000005301,-678444.1814278653,130823.8111117233,-547620.370316142,299.5675854480183,520.3953654581676,1.0033649631677077,597
105000,420.0000000005492,-677207.6292663584,132277.3642247673,-544930.2650415911,302.89601161673147,520.3953654581676,1.0033649631677077,595
106000,424.0000000005683,-677626.4439051352,131097.16102210965,-546529.2828830255,300.19351716443146,520.3953654581676,1.0033649631677077,594
107000,428.0000000005874,-677538.9722567061,131349.94716947922,-546189.0250872269,300.77236084096626,520.3953654581676,1.0033649631677077,594
108000,432.0000000006065,-679513.5668450431,131233.7480263475,-548279.8188186956,300.5062816276847,520.3953654581676,1.0033649631677077,592
109000,436.0000000006256,-678448.6069911486,130566.07379842544,-547882.533192723,298.97740431838764,520.3953654581676,1.0033649631677077,592
110000,440.0000000006447,-678059.2488487186,131626.563956689,-546432.6848920296,301.40577323229354,520.3953654581676,1.0033649631677077,590
111000,444.0000000006638,-679366.3100684523,131706.15392350842,-547660.1561449438,301.58802273246766,520.3953654581676,1.0033649631677077,590
112000,448.0000000006829,-677473.9705744884,131505.29951985125,-545968.6710546372,301.1280952298298,520.3953654581676,1.0033649631677077,589
113000,452.000000000702,-677483.9056953872,131337.7833900681,-546146.1223053191,300.74450754731015,520.3953654581676,1.0033649631677077,587
114000,456.0000000007211,-678232.0223456863,131598.41337101426,-546633.608974672,301.3413124670256,520.3953654581676,1.0033649631677077,587
115000,460.0000000007402,-678763.7953394037,130301.45613925505,-548462.3392001486,298.3714681929152,520.3953654581676,1.0033649631677077,585
116000,464.0000000007593,-678223.6585523663,131825.813363333,-546397.8451890333,301.862025524159,520.3953654581676,1.0033649631677077,585
117000,468.0000000007784,-677234.0544073088,131324.99752759945,-545909.0568797094,300.71522977352373,520.3953654581676,1.0033649631677077,585
118000,472.0000000007975,-677763.5370476954,131236.10665331726,-546527.4303943781,300.51168254193954,520.3953654581676,1.0033649631677077,583
119000,476.0000000008166,-677840.2706359769,130539.5666336324,-547300.7040023445,298.91670674898774,520.3953654581676,1.0033649631677077,583
120000,480.0000000008357,-678036.3702812036,131538.85463864534,-546497.5156425583,301.20493159341794,520.3953654581676,1.0033649631677077,582
121000,484.0000000008548,-677177.9334775414,130820.07768501551,-546357.8557925259,299.55903644142086,520.3953654581676,1.0033649631677077,581
122000,488.0000000008739,-678501.7343000672,132097.44046831128,-546404.2938317559,302.4840122656329,520.3953654581676,1.0033649631677077,581
123000,492.000000000893,-676256.077007961,130865.50570326432,-545390.5713046966,299.66306002568155,520.3953654581676,1.0033649631677077,580
124000,496.0000000009121,-676755.0987016377,131561.71748320828,-545193.3812184294,301.2572841971526,520.3953654581676,1.0033649631677077,580
125000,500.0000000009312,-677952.3341530161,131530.77923754964,-546421.5549154665,301.18644009414726,520.3953654581676,1.0033649631677077,578
126000,504.0000000009503,-679304.137473796,132376.90271654853,-546927.2347572475,303.1239403507183,520.3953654581676,1.0033649631677077,578
127000,508.0000000009694,-678131.1893503275,130853.27295179394,-547277.9163985335,299.6350487959961,520.3953654581676,1.0033649631677077,578
128000,512.0000000009885,-677939.4192487858,132391.59958035377,-545547.819668432,303.1575940408714,520.3953654581676,1.0033649631677077,576
129000,516.0000000010076,-678202.355523074,130559.1197749484,-547643.2357481257,298.96148061149927,520.3953654581676,1.0033649631677077,576
130000,520.0000000010267,-677445.9252616297,131383.87821386816,-546062.0470477616,300.8500580197363,520.3953654581676,1.0033649631677077,575
131000,524.0000000010458,-676775.847063595,129838.86376051261,-546936.9833030824,297.3121986244099,520.3953654581676,1.0033649631677077,575
132000,528.0000000010649,-677130.8439502306,131998.46687474463,-545132.377075486,302.2573770667656,520.3953654581676,1.0033649631677077,575
133000,532.000000001084,-678058.399543792,130444.1664967452,-547614.2330470468,298.69825424851507,520.3953654581676,1.0033649631677077,573
134000,536.0000000011031,-678143.257323462,131031.20774573187,-547112.0495777302,300.04249371091043,520.3953654581676,1.0033649631677077,573
135000,540.0000000011222,-676871.996716613,130123.19045884773,-546748.8062577653,297.96326559589517,520.3953654581676,1.0033649631677077,572
136000,544.0000000011413,-679120.7692181645,131176.45317365657,-547944.3160445079,300.3750847107523,520.3953654581676,1.0033649631677077,572
137000,548.0000000011604,-679116.0377288423,130693.52084994367,-548422.5168788987,299.2692396132881,520.3953654581676,1.0033649631677077,572
138000,552.0000000011795,-677377.0334829469,130817.84015867385,-546559.1933242731,299.55391283007015,520.3953654581676,1.0033649631677077,571
139000,556.0000000011986,-676289.9014059938,131412.51821750816,-544877.3831884856,300.9156394812818,520.3953654581676,1.0033649631677077,571
140000,560.0000000012177,-677768.1060337587,131125.2041066212,-546642.9019271375,300.2577317676008,520.3953654581676,1.0033649631677077,569
141000,564.0000000012368,-677879.105715048,130838.16064025188,-547040.9450747962,299.6004437906785,520.3953654581676,1.0033649631677077,569
142000,568.0000000012559,-678099.0729324315,132415.38691523293,-545683.6860171985,303.21206359357313,520.3953654581676,1.0033649631677077,569
143000,572.000000001275,-677813.0703371451,131838.84668687102,-545974.2236502741,301.8918699479643,520.3953654581676,1.0033649631677077,568
144000,576.0000000012941,-677222.0208201478,130991.22880872234,-546230.7920114255,299.95094773371443,520.3953654581676,1.0033649631677077,568
145000,580.0000000013132,-677653.8076616521,131546.50346157304,-546107.3042000791,301.22244629044826,520.3953654581676,1.0033649631677077,567
146000,584.0000000013323,-677143.8161361893,131012.48055000429,-546131.335586185,299.9996111442075,520.3953654581676,1.0033649631677077,567
147000,588.0000000013514,-677412.142168459,130468.63276589994,-546943.5094025591,298.75427846240495,520.3953654581676,1.0033649631677077,567
148000,592.0000000013705,-676328.9064897913,130688.51564877079,-545640.3908410205,299.25777842730594,520.3953654581676,1.0033649631677077,566
149000,596.0000000013896,-678617.3346773158,131502.7041617884,-547114.6305155274,301.1221522356481,520.3953654581676,1.0033649631677077,566
150000,600.0000000014087,-675480.353681061,131611.00691799048,-543869.3467630704,301.3701498661797,520.3953654581676,1.0033649631677077,565
151000,604.0000000014278,-676734.7208667747,131633.53146510024,-545101.1894016744,301.42172781772877,520.3953654581676,1.0033649631677077,565
152000,608.0000000014469,-677901.5307090431,130801.11135818996,-547100.4193508532,299.51560629912746,520.3953654581676,1.0033649631677077,565
153000,612.000000001466,-677643.2971549244,131826.49356247028,-545816.8035924541,301.8635830816972,520.3953654581676,1.0033649631677077,564
154000,616.0000000014851,-677653.4067699863,130844.75611410645,-546808.6506558799,299.61554647084586,520.3953654581676,1.0033649631677077,564
155000,620.0000000015042,-677928.9724080926,131391.21572658047,-546537.7566815121,300.866859861448,520.3953654581676,1.0033649631677077,563
156000,624.0000000015233,-677764.2042876128,131606.7527325197,-546157.451555093,301.3604083974157,520.3953654581676,1.0033649631677077,563
157000,628.0000000015424,-677076.359669474,131427.508949079,-545648.850720395,300.9499660860689,520.3953654581676,1.0033649631677077,563
158000,632.0000000015615,-678350.3209417318,131273.65800560906,-547076.6629361227,300.5976697016223,520.3953654581676,1.0033649631677077,562
159000,636.0000000015806,-677316.6556342184,131436.7385569095,-545879.9170773089,300.97110055164455,520.3953654581676,1.0033649631677077,562
160000,640.0000000015997,-677625.5672981837,131295.80831147975,-546329.7589867039,300.6483906949203,520.3953654581676,1.0033649631677077,561
161000,644.0000000016188,-678127.7890377562,131070.05515990703,-547057.7338778491,300.13144866464904,520.3953654581676,1.0033649631677077,561
162000,648.0000000016379,-677270.4926242991,131449.48553261056,-545821.0070916886,301.0002892803636,520.3953654581676,1.0033649631677077,561
163000,652.000000001657,-677996.3773459559,131708.87112587015,-546287.5062200858,301.5942447324519,520.3953654581676,1.0033649631677077,560
164000,656.0000000016761,-678112.4272928,131370.22237918514,-546742.2049136149,300.81878813554243,520.3953654581676,1.0033649631677077,560
165000,660.0000000016952,-677574.6992976959,132416.0750989886,-545158.6241987073,303.2136394347314,520.3953654581676,1.0033649631677077,559
166000,664.0000000017143,-675504.8313112725,131747.2512383376,-543757.5800729349,301.6821296329405,520.3953654581676,1.0033649631677077,559
167000,668.0000000017334,-676895.8500686456,131733.39756479504,-545162.4525038505,301.6504067264034,520.3953654581676,1.0033649631677077,559
168000,672.0000000017525,-678108.091652804,130682.61044926051,-547425.4812035435,299.2442563754421,520.3953654581676,1.0033649631677077,558
169000,676.0000000017716,-677315.6492542615,130654.04632020899,-546661.6029340525,299.1788486557183,520.3953654581676,1.0033649631677077,558
170000,680.0000000017907,-677183.200439008,132157.20099205547,-545025.9994469525,302.6208552122725,520.3953654581676,1.0033649631677077,557
171000,684.0000000018098,-677729.3770748018,131125.8146309235,-546603.5624438783,300.25912977985513,520.3953654581676,1.0033649631677077,557
172000,688.0000000018289,-676659.6568207475,131153.9647640288,-545505.6920567187,300.32358950880456,520.3953654581676,1.0033649631677077,557
173000,692.000000001848,-676829.8039009045,131389.21060742837,-545440.5932934762,300.8622684289112,520.3953654581676,1.0033649631677077,556
174000,696.0000000018671,-677865.1744798054,130702.35851688337,-547162.8159629221,299.289476590973,520.3953654581676,1.0033649631677077,557
175000,700.0000000018862,-679030.9099629838,130213.60526906734,-548817.3046939165,298.17030242012504,520.3953654581676,1.0033649631677077,556
176000,704.0000000019053,-678398.6735153254,131777.21810079337,-546621.455414532,301.7507494090581,520.3953654581676,1.0033649631677077,556
177000,708.0000000019244,-679118.7647584062,131994.06199212014,-547124.7027662861,302.24729052333913,520.3953654581676,1.0033649631677077,556
178000,712.0000000019435,-677432.2270171549,131446.4526692807,-545985.7743478742,300.9933444624669,520.3953654581676,1.0033649631677077,555
179000,716.0000000019626,-677764.769227921,132099.22019534558,-545665.5490325755,302.4880875828545,520.3953654581676,1.0033649631677077,555
180000,720.0000000019817,-677009.258365483,131924.31694311055,-545084.9414223725,302.0875844595025,520.3953654581676,1.0033649631677077,554
181000,724.0000000020008,-678053.2442510282,132065.90724911494,-545987.3370019132,302.41180575937244,520.3953654581676,1.0033649631677077,554
182000,728.0000000020199,-678763.5959743992,130667.64292722603,-548095.9530471732,299.2099829171327,520.3953654581676,1.0033649631677077,554
183000,732.000000002039,-678207.5501183099,130413.35281621129,-547794.1973020986,298.62769538160956,520.3953654581676,1.0033649631677077,553
184000,736.0000000020581,-678982.6239313334,131146.39117593452,-547836.2327553988,300.30624708864957,520.3953654581676,1.0033649631677077,553
185000,740.0000000020772,-678604.3058027537,131635.69137334847,-546968.6144294052,301.4266736948838,520.3953654581676,1.0033649631677077,553
186000,744.0000000020963,-676408.8919953494,131921.9254703652,-544486.9665249842,302.0821083331774,520.3953654581676,1.0033649631677077,553
187000,748.0000000021154,-678649.0513228965,131861.25591128878,-546787.7954116077,301.9431838272463,520.3953654581676,1.0033649631677077,553
188000,752.0000000021345,-678294.2740643085,131107.91306029016,-547186.3610040183,300.2181377750757,520.3953654581676,1.0033649631677077,552
189000,756.0000000021536,-677584.4546487723,131326.1383965684,-546258.3162522039,300.717842198276,520.3953654581676,1.0033649631677077,552
190000,760.0000000021727,-678451.8238751437,131525.32007115468,-546926.5038039889,301.1739393935363,520.3953654581676,1.0033649631677077,551
191000,764.0000000021918,-677513.6239803438,131890.31108262332,-545623.3128977205,302.00971596270006,520.3953654581676,1.0033649631677077,551
192000,768.0000000022109,-676053.6804183405,131666.69966711116,-544386.9807512293,301.4976781979052,520.3953654581676,1.0033649631677077,551
193000,772.00000000223,-677424.5899837478,132672.0773447425,-544752.5126390053,303.799847510907,520.3953654581676,1.0033649631677077,551
194000,776.0000000022491,-677732.2033766871,131698.51637413655,-546033.6870025506,301.5705338502479,520.3953654581676,1.0033649631677077,551
195000,780.0000000022682,-677295.4715671423,131601.19325243836,-545694.278314704,301.34767799298737,520.3953654581676,1.0033649631677077,550
196000,784.0000000022873,-677171.8372262688,130867.93001172591,-546303.907214543,299.6686113410426,520.3953654581676,1.0033649631677077,550
197000,788.0000000023064,-677052.1861259928,130984.47083887215,-546067.7152871207,299.9354729612449,520.3953654581676,1.0033649631677077,550
198000,792.0000000023255,-677661.9237826364,131022.10652883162,-546639.8172538048,300.0216532419753,520.3953654581676,1.0033649631677077,549
199000,796.0000000023446,-676783.5336255017,130745.5385960163,-546037.9950294853,299.3883527201377,520.3953654581676,1.0033649631677077,549
200000,800.0000000023637,-679623.8206667369,131533.60342923683,-548090.2172375001,301.1929070841958,520.3953654581676,1.0033649631677077,549
201000,804.0000000023828,-677027.9698538021,130973.59342629631,-546054.3764275059,299.91056526138834,520.3953654581676,1.0033649631677077,549
202000,808.0000000024019,-679247.0741258846,131415.85371649748,-547831.220409387,300.92327729102,520.3953654581676,1.0033649631677077,549
203000,812.000000002421,-678886.9922264353,131782.48955890373,-547104.5026675316,301.7628202848756,520.3953654581676,1.0033649631677077,548
204000,816.0000000024401,-676989.9420052283,131021.6661285276,-545968.2758767006,300.0206447890447,520.3953654581676,1.0033649631677077,548
205000,820.0000000024592,-678165.7471508225,130961.60218632902,-547204.1449644936,299.8831070580765,520.3953654581676,1.0033649631677077,548
206000,824.0000000024783,-677490.4497517119,131478.52751005028,-546011.9222416617,301.0667912037086,520.3953654581676,1.0033649631677077,548
207000,828.0000000024974,-678202.5358983949,131692.4879346578,-546510.047963737,301.55672959670017,520.3953654581676,1.0033649631677077,548
208000,832.0000000025165,-676635.2914373879,132457.58936950215,-544177.7020678858,303.3087011033504,520.3953654581676,1.0033649631677077,547
209000,836.0000000025356,-677180.6204799716,132337.29883593717,-544843.3216440345,303.0332531983697,520.3953654581676,1.0033649631677077,547
210000,840.0000000025547,-677574.2193057518,132014.73901706672,-545559.4802886851,302.29463791663744,520.3953654581676,1.0033649631677077,547
211000,844.0000000025738,-678251.1694892203,131585.6732934556,-546665.4961957646,301.3121395340538,520.3953654581676,1.0033649631677077,547
212000,848.0000000025929,-676138.1752029373,131901.50693070632,-544236.668272231,302.0353528337617,520.3953654581676,1.0033649631677077,547
213000,852.000000002612,-676134.961670002,131313.72910349336,-544821.2325665086,300.6894267138775,520.3953654581676,1.0033649631677077,546
214000,856.000000002631,-677272.8438042928,131185.8971730254,-546086.9466312674,300.39671010190887,520.3953654581676,1.0033649631677077,546
215000,860.0000000026502,-677649.9650788959,132298.05479297158,-545351.9102859243,302.94339002212894,520.3953654581676,1.0033649631677077,546
216000,864.0000000026693,-677891.1362718088,131634.6579405306,-546256.4783312782,301.4243072833617,520.3953654581676,1.0033649631677077,546
